address,sum_total,cSum
0x8484708536ea8cb41dbb1e49e5a4660dedf12704,7.41038E+21,8.07998E+26
0x4fbfae21fc3ea5ee06b2d48eff29612097dd33d9,7.40741E+21,8.08005E+26
0xf42c06a58d4e538b6856afc206b13c530263c2c2,7.40197E+21,8.08012E+26
0x6af59587781a6282f55ccf34f42c54ff636715ad,7.39812E+21,8.0802E+26
0xe2e531342015e52d714ab962660bbdf502964a99,7.39716E+21,8.08027E+26
0x477e9882977697768aa9237e140e67258fd19e49,7.397E+21,8.08035E+26
0x777777d1123591df7f68e053bc182de3cd4fa6de,7.39543E+21,8.08042E+26
0x3092cfd86ed8c95d8525766ed2110f7667330222,7.39165E+21,8.08049E+26
0x0844f766b1f977471fb8df74d7a51aae18f3f5fa,7.38991E+21,8.08057E+26
0x08d32b0da63e2c3bcf8019c9c5d849d7a9d791e6,7.38501E+21,8.08064E+26
0x621c2529af1ba29f3498ddc20ae94347b743de02,7.37762E+21,8.08071E+26
0xfceaaaeb8d564a9d0e71ef36f027b9d162bc334e,7.37139E+21,8.08079E+26
0x30b0255748431962e88e3406b95c38f8f0d840df,7.36542E+21,8.08086E+26
0xaea97b739dcd6f5b586586cb7a538d60ba96a757,7.36295E+21,8.08094E+26
0xf0f266f7a481a15607b11d171760d96dcc16e4ed,7.3622E+21,8.08101E+26
0x0d96023b1a25d6c8634bd0e7cefb88c37b9d51cc,7.36014E+21,8.08108E+26
0x44ad644576eeebffcd9ad89728d2a6c415cf8fb5,7.35772E+21,8.08116E+26
0xc33f2b46526de2c05b7f5f2c5e0047b28d94855f,7.35684E+21,8.08123E+26
0x0f05022d0be6956e098b6cf87b844b6dc85d8953,7.35658E+21,8.0813E+26
0xdfc328c19c8de45ac0117f836646378c10e0cda3,7.35565E+21,8.08138E+26
0x4c227617e1b80b0f2f6df218098990fe01cb2b7a,7.34839E+21,8.08145E+26
0xfee77186f968460753ea7713dfb4e74d3eb74116,7.34313E+21,8.08152E+26
0x54dcd97a77d12fb42a9ef839a3cdba0c1e92841a,7.33881E+21,8.0816E+26
0x45a2fdfed7f7a2c791fb1bdf6075b83fad821dde,7.31893E+21,8.08167E+26
0x0d845706ddc11f181303a80828219c714ceb3687,7.31609E+21,8.08174E+26
0x00000000000032548e9064869178b97556d5c7bd,7.31602E+21,8.08182E+26
0xa539baaa3aca455c986bb1e25301cef936ce1b65,7.31209E+21,8.08189E+26
0xfd711129f763a57bf6c1bcbc9c5217e6023cb06b,7.31138E+21,8.08196E+26
0x5ff9ffe981e6caf42bc62a8d5976830749752d51,7.3084E+21,8.08204E+26
0x4edc1d63ca114a786d4028101271daa057e4ea2c,7.30767E+21,8.08211E+26
0x21c3f17ff635a01adf5e518492e74fdc357b0ad4,7.30628E+21,8.08218E+26
0xbb361e166a3a06195ba871bcd54a06600e036536,7.3017E+21,8.08226E+26
0x676b82800fb42e86b24ec6135f50c80d3c49267a,7.301E+21,8.08233E+26
0xf6f3ff48268efe682deafd9ab968241b91c323bf,7.3E+21,8.0824E+26
0x3204bc3ae9368417786eaf8bd00e8392f7343718,7.29144E+21,8.08247E+26
0xe5fa9eaa53aff323f9a581551a9bb2ffb4282c8a,7.29058E+21,8.08255E+26
0x1564d040ec290c743f67f5cb11f3c1958b39872a,7.28602E+21,8.08262E+26
0x69cd4e1e2e1cec76eb7f3b1acdddaddcc6d60fc1,7.2826E+21,8.08269E+26
0xe4e293c2f152a88a075bf4b0fc46442d567f3122,7.28E+21,8.08277E+26
0xa9d3a6523e7a07862fb13c7a4a9c080fa0a84904,7.27468E+21,8.08284E+26
0x094d6c6441457ef0d20fc7a6983dfb151fda2f9f,7.26968E+21,8.08291E+26
0x8e1fe89a05609dcecd569844fe834f8a4ffb3b93,7.26522E+21,8.08298E+26
0xb4e29acbef3952ae93d765faa898318d57b856b7,7.2637E+21,8.08306E+26
0xff9169e33f4cdaa48d334fdbac4b66b4cf935724,7.26029E+21,8.08313E+26
0xf48c9c8c7fe5b36ba0b83761cdc22626c4ebba5e,7.25349E+21,8.0832E+26
0xac43300f2d0c345b716f36853eceb497576e0f67,7.25055E+21,8.08327E+26
0x97c5ab5c89943d20f2a009a4ca7353e3ab51697e,7.25E+21,8.08335E+26
0x0f2e9cead9c92cc27cb0c070fb2de95d41722b22,7.25E+21,8.08342E+26
0xc8be276db04a0cb99be3b857ab175f471d915c78,7.25E+21,8.08349E+26
0xa5374487eddba6bca6b4149582c0129201c352bf,7.248E+21,8.08356E+26
0x6fedfe2aac10f4be06fa62b28a59aafd2934beac,7.2468E+21,8.08364E+26
0x4718cb5c4ae52f589aca4df0e228a6cee5b6e4be,7.24594E+21,8.08371E+26
0x13ea429825d087994d15a78e6f19353200157233,7.24402E+21,8.08378E+26
0xf4e4d910b7c6ee0d389ddfdf49a3eadbb3670b89,7.24334E+21,8.08385E+26
0x2e6fa0d179f253292b00861603e342c661faada7,7.24E+21,8.08393E+26
0x4a85d9f9909cece5d8264e33a540c54ff5b42f1c,7.22706E+21,8.084E+26
0xa85db3b43f24b1c2571f715254d6d9974d8655d9,7.2268E+21,8.08407E+26
0xe5ec2d437920240cb482159bde0a1fde7df351e9,7.21601E+21,8.08414E+26
0xe6c26bea564ee2bfe37e32d684c74a06274c27c6,7.21417E+21,8.08422E+26
0x67a5de922c1f4d1a4dbd848466b86b5455fb6a3b,7.20499E+21,8.08429E+26
0x81f99272f195cacc08e3bdf413f0c32a90aa20e6,7.2049E+21,8.08436E+26
0xf0dfda5f33f374fd3030e2276ee4397be28dcbe7,7.2035E+21,8.08443E+26
0xefed88b2d851dd7587d36e148bb1a8e0af98924d,7.20307E+21,8.0845E+26
0x475e4c13b302963f4fa39b413c0e171550367f25,7.20099E+21,8.08458E+26
0xba5ebaf3fc1fcca67147050bf80462393814e54b,7.19475E+21,8.08465E+26
0x8f4bd45abbd6447ddb828303cc24ecb64532a30d,7.19458E+21,8.08472E+26
0xbd5f5ced7ce31b94e6ec49512a8bc14420f050ef,7.19389E+21,8.08479E+26
0x903a61bc9ff163138959f9f7b00f4b00ca0f3210,7.19339E+21,8.08486E+26
0xf4d85fb195d1056f12e8e12137707d5beed28c6f,7.19164E+21,8.08494E+26
0x759f6bb1c8b6499723264ad995969eb09c44cf14,7.18388E+21,8.08501E+26
0x02bf424def13dcaba606493fc940ae432fb2283c,7.17448E+21,8.08508E+26
0x7c2ec80fad52b5830c94d1b8a584758f256a06b7,7.17443E+21,8.08515E+26
0xbd32ff1fcc25d925550c200028aaab3309cf6811,7.173E+21,8.08522E+26
0xfda94da8b5af82a333e1fab2c15b1715685c8200,7.171E+21,8.08529E+26
0x952fad02a1c2442dd2a0c36fe656d8050f26116a,7.16747E+21,8.08537E+26
0x35c5634cb5444b93badabf3d254e97d20c027f8a,7.16071E+21,8.08544E+26
0x2cbed0e99b58213812ffdd20d5893ff164db4b63,7.15948E+21,8.08551E+26
0x57831a0c76ba6b4fdcbadd6cb48cb26e8fc15e93,7.15878E+21,8.08558E+26
0x0e6c956966cab00564b8056180da3adf433a7f92,7.1546E+21,8.08565E+26
0x029dff2fd5035df0dbc54ce16e4b260852edc01d,7.15383E+21,8.08572E+26
0xf286433d33f42508ec886a3980d5155d7b286f88,7.15241E+21,8.08579E+26
0xc73be0cf13684c5330a977f0d14fd54e2ee5e3c3,7.152E+21,8.08587E+26
0x0840d6a9093c7abb613a0969a3251cf5cd051c09,7.15182E+21,8.08594E+26
0x9ab934010e6f2d633feeb5b6f1ddceeded601bcf,7.14739E+21,8.08601E+26
0x1d809179c401864a2c4edf3f0c683f39cd84ab14,7.1469E+21,8.08608E+26
0x488fb41f8d05453d9b9a07dfcb559f5461b8734f,7.14299E+21,8.08615E+26
0x8d8ff7ea7015326d7fef637e4e9461207c8ff412,7.13759E+21,8.08622E+26
0x5ccb781c7fd8c9ce1e77b7e2915cfe558d306e2b,7.1343E+21,8.0863E+26
0xab91aaff4db3c85f5ce901c91f9b307e59ef7528,7.133E+21,8.08637E+26
0xd1917932a7db6af687b523d5db5d7f5c2734763f,7.13295E+21,8.08644E+26
0x970560e67a2d4c2102bb6f70fc8692ae966c1882,7.13198E+21,8.08651E+26
0x607646f9ad1925c1839f0cf77fd0bcf27e0e2994,7.13171E+21,8.08658E+26
0x29488e24cfdaa52a0b837217926c0c0853db7962,7.13168E+21,8.08665E+26
0xb493d50bf06c7b7cb3c89c6429282f64b5ad6cba,7.12808E+21,8.08672E+26
0xc4f9ee31626c8dee0ec02744732051e8b416e63e,7.128E+21,8.08679E+26
0x20d187a52bbdfed9891b0ee5eb8393a84ca50b0e,7.12616E+21,8.08687E+26
0xa27bcd590195b2a9bdc29379de4f040b2d8066e0,7.12485E+21,8.08694E+26
0x7e1cfc57f354ff7e5db5cccc891102f8394999d6,7.10945E+21,8.08701E+26
0x5deda7b07d28734e1c26825281bc1c184cb388ac,7.10321E+21,8.08708E+26
0x4552597aaa381bffe3ecf8b5a4a092da3aa18a60,7.10119E+21,8.08715E+26
0xcc2518e4da53aa2091ee919b2e044c3e70598e58,7.1003E+21,8.08722E+26
0xeb8eb34f83e906ddd46707c6a6aa54f70bb2ca7f,7.0948E+21,8.08729E+26
0xd52bc4fe5da20ba35f25b38581c805b165211f99,7.09412E+21,8.08736E+26
0x85c9397f39b87cb18c04f5c11170cdcf2485d8ec,7.09267E+21,8.08743E+26
0x33a22bcafd6ef4e4a5e322f9a3910298a3c043a8,7.09259E+21,8.0875E+26
0x5583a8e27b8c935fcc312f0bb98dc1ed59fe5ab0,7.09248E+21,8.08758E+26
0x01bbec6573ed7eca0f307a10d2b4ceb669816b4a,7.08594E+21,8.08765E+26
0x34ea0f308b52e0fbcdc3793faaf753919aba16b1,7.0825E+21,8.08772E+26
0x9cc27ebdb78292e40e585e4e96e3febc6f6e4b13,7.08E+21,8.08779E+26
0x56bfead31c2c6a3bdeb0891fab022c0b90ea43f1,7.07927E+21,8.08786E+26
0x1606e57299e5bb57f03002de3a72ff9dea36e171,7.07846E+21,8.08793E+26
0x4f529990b7f3d1fb4152736155e431c96fd86294,7.07461E+21,8.088E+26
0x2f28c737bfb9b9826d7f0986a7762888bb06d9ba,7.07425E+21,8.08807E+26
0xfe2661b86f1338361145230b6c18069440a1477b,7.07296E+21,8.08814E+26
0x42d19684d4c941570ad8b347e2890d6db0da3778,7.07202E+21,8.08821E+26
0x739ab71923a8fa6be3f2e64cf720906b76f5167e,7.06642E+21,8.08828E+26
0xfeea371dc395b7072b49f3ffa6828905d7f1c34b,7.0663E+21,8.08835E+26
0x9731b8ae6663aab0cf9bba583a594565b1b22bba,7.065E+21,8.08842E+26
0xa58e822de1517aae7114714fb354ee853cd35780,7.06403E+21,8.0885E+26
0x76ca81c40cea079d3cfba0540229fb3df33620b7,7.05506E+21,8.08857E+26
0x550039eb06e135cbf73e2a0eeb4a89709752bc08,7.05239E+21,8.08864E+26
0xf555ca6ab91c3d72ec6de0bec67d6ed2af1a9c8f,7.05223E+21,8.08871E+26
0x74e24df264333d549e08d2f3d127b3c3a9d6dabd,7.052E+21,8.08878E+26
0x80ae679a26d9fc24cbbfd71989fc8c6e75d2dfa8,7.05E+21,8.08885E+26
0x9a3016d740ce4d2037f6928aa172ec7e9bab5d71,7.0341E+21,8.08892E+26
0xd75c1fb2087251422cd4f1c227d9309f18651263,7.03406E+21,8.08899E+26
0x58248dacb04ecd6950c0d95079141b33c675b9ed,7.03073E+21,8.08906E+26
0xd4f5bf184bebfd53ac276ec6e091d051d0ed459e,7.02779E+21,8.08913E+26
0x2097175d0abb8258f2468e3487f8db776e29d076,7.02645E+21,8.0892E+26
0x4026bdcd023331d52533e3374983ded99ccbb6d4,7.02038E+21,8.08927E+26
0x57805e5a227937bac2b0fdacaa30413ddac6b8e1,7.01262E+21,8.08934E+26
0x3160bd5a02b86176900bc5b2cbc506ea885dfedd,7.01221E+21,8.08941E+26
0x0e5081c64d7916c4f0227b59801c97ca9d5850f7,7.011E+21,8.08948E+26
0x7ebf5a754d5ed46253ff223c45462bde017e4325,7.01096E+21,8.08955E+26
0xf366005f71f63cdec1be2a2f2ae9a5bb807e0da4,7.00585E+21,8.08962E+26
0x57a397298fc1e41b1f6d453cd407781a879ccb8c,7.005E+21,8.08969E+26
0x32b41b0ea13fc278ac2193569064ded278116d1a,7.0041E+21,8.08976E+26
0xc644d582b26fff7204c078884ea0641d9b312868,7.002E+21,8.08983E+26
0xb118db7ca69e2330c89e2a2ae4c3bc799bd2231a,7.0002E+21,8.0899E+26
0xb13448d3bc45f36cbdc64f4975a2c6fb6bdb4dd8,7.00008E+21,8.08997E+26
0x3d6089b2954e331bc24fa1a3234eccb1d208d749,7E+21,8.09004E+26
0x4f974604f518fd73d92ff493883feb80ce58552c,7E+21,8.09011E+26
0x4f6c8314e18599fd51f72c3ec54d10dd2dcfd89b,7E+21,8.09018E+26
0x13742900c2fe7d83e2119744dc1273f2f1e4daca,7E+21,8.09025E+26
0x07daa8bc4189b79386d7aa32d46dc1779db1f252,7E+21,8.09032E+26
0xf4de7260bcea2db21728e1fb3fd00f2a1bcbe7e8,7E+21,8.09039E+26
0xb2f811e770112089cd2f40f9eca5b45f516a66a5,6.99999E+21,8.09046E+26
0x24fb63d3946a17b692ae74bb43fec1cb7137f16c,6.98923E+21,8.09053E+26
0xfc5de599c9fe4e5cf0744aef3139ae53aa30a566,6.98572E+21,8.0906E+26
0x25c1ecd80a01e4c08ca5f8f16d90ddf4beec45aa,6.98389E+21,8.09067E+26
0x6999d007ed0aaa8cdff141ab3d369e94612d3660,6.98349E+21,8.09074E+26
0x8e8156b04176e614c8517a9509d72a1a4323d9b3,6.98321E+21,8.09081E+26
0xbe405e671cf55ed3454732c11939bd090338ed39,6.98004E+21,8.09088E+26
0xb1475c18ea63f025308eed9950b9f954acc742c0,6.97352E+21,8.09095E+26
0xa08d9f5a0c7e0fb196efc61292215f58b0e0a47c,6.97001E+21,8.09102E+26
0x55fa1d3a3bc07b30f71ae87209451afcbd78d800,6.96442E+21,8.09109E+26
0x21a3fdbc4e9201e85ddd58b7b320ea5aa581fcd6,6.95613E+21,8.09116E+26
0x56a418b4355148000b917fe2ae5309d3ed0f2f88,6.95126E+21,8.09123E+26
0x41f216b9f1ce6f19a26f17d4c356458afad2ed30,6.949E+21,8.0913E+26
0x908a84c7e78c545c9665ddc23d379f207575659c,6.93946E+21,8.09137E+26
0x19ba658a974972f54bd0f4ec9cc78e5e64c9add0,6.93878E+21,8.09144E+26
0x3c56a120ff6465335c0c66b7515e4dcb91ed67df,6.93823E+21,8.09151E+26
0x48599941665827f9ea5a16c3d7417a43a1ce5df4,6.93716E+21,8.09157E+26
0xd646f40170a0c425e22e0b9e557fe341224baf92,6.93281E+21,8.09164E+26
0xcdf160ce6ffbb1133b27f30014c241827561e84a,6.92688E+21,8.09171E+26
0x9100ffce08b967669bdcd130016e14e91e38c09a,6.92561E+21,8.09178E+26
0x5a22a6c50ac2c51908ff39b637394dbf4ce61340,6.92452E+21,8.09185E+26
0xac5d4cce170a809db68527caeca8755e1d4f704f,6.92451E+21,8.09192E+26
0x852ffb1215fe2a905faeb420e39a8cd85d5b693b,6.91859E+21,8.09199E+26
0x79c235e2c899cd33546ee4e83b8d0c630bcedb99,6.90561E+21,8.09206E+26
0x2dcb15827da272d3d3808af55b7117d6dd2da596,6.90542E+21,8.09213E+26
0x734371beb9d645af58e12e27c4f3bcf2ce5550d3,6.90485E+21,8.0922E+26
0xd2db25fde17c0a3a67538e22bb2bb28c57b2327f,6.9E+21,8.09227E+26
0x04ce8a23fde59ef0b35bc1805dc0e465cf03c874,6.9E+21,8.09234E+26
0xe60b55444242674240998a2eb09b72c5688ff4aa,6.9E+21,8.0924E+26
0x2dc07fad51c8788ce7345df0f5cb0890e0dfd48e,6.89662E+21,8.09247E+26
0x5c93b294293d28a38e832e6d2cb74b4150ec9d33,6.89585E+21,8.09254E+26
0xd72c8b9c0390f867c5b14403180babad6837ee98,6.8918E+21,8.09261E+26
0x43892992b0b102459e895b88601bb2c76736942c,6.87994E+21,8.09268E+26
0x28e165a1b1acce2e7dbff58e81c4c7de5bb198f5,6.8798E+21,8.09275E+26
0xfb92c64255023b7159dbd4c95422ef8ff5a8e377,6.876E+21,8.09282E+26
0x55624c3d04d5b1aed4df68fc84b69b1d8c6c96dd,6.8705E+21,8.09289E+26
0x8225dccbe230380d113bb096e86462edf2baf52c,6.864E+21,8.09295E+26
0x63e634330a20150dbb61b15648bc73855d6ccf07,6.86362E+21,8.09302E+26
0x012446fce23aa56dee13c1837a6584c8a4c11023,6.85722E+21,8.09309E+26
0xa863409c819273eebc066c118254a8910130dc5d,6.85688E+21,8.09316E+26
0xce52a8dd7c8ad08e94b44620622e3630f7c1fc90,6.85583E+21,8.09323E+26
0x64d4925482de48c92b5622b7d9a61615b91566d9,6.85362E+21,8.0933E+26
0xb6abfda981cb7f723609a4f5de3ffceb25b33195,6.85238E+21,8.09337E+26
0x065dc9f69a712e8e4b3557276baea0a92148eef3,6.85171E+21,8.09343E+26
0x8fa9661a25a52d342bf554db2ae2a03761f5008f,6.8502E+21,8.0935E+26
0x3e298238844ce42d790ece868556feac360db5de,6.85006E+21,8.09357E+26
0xd1e4d74d9b0ae84a78188b589f4b47ac2e94aca9,6.85003E+21,8.09364E+26
0x7d10b16dd1f9e0df45976d402879fb496c114936,6.84869E+21,8.09371E+26
0xa76ea481aebdd5703e476cfcb2315d4e014232c1,6.8474E+21,8.09378E+26
0xf4bed5a3d12b2fbaa6f11b02c9ded5f8a57e0102,6.84351E+21,8.09385E+26
0xfaa402f3d7383de71dd32a083e31a89940615f42,6.84075E+21,8.09391E+26
0xa2024316cb32e1716a653a0442b24c46121576e6,6.83319E+21,8.09398E+26
0x83a7296be4c78388bf935ac0c11a1e5f3ffdc691,6.83135E+21,8.09405E+26
0xa37e6f5457812179818a459b6e672d8923961cb1,6.82438E+21,8.09412E+26
0xef41bd13c9828145d16044b145044985855db114,6.82243E+21,8.09419E+26
0x82373943d3b3a7110f6ffe108b3224c25cb1279a,6.81997E+21,8.09426E+26
0x320f77519307c9041c1626ee48226235992c85a2,6.81955E+21,8.09432E+26
0x8d4999eb346e03248a13ea4068659f91a94feaf0,6.81801E+21,8.09439E+26
0xfa8e7f861615de8b465af9a7b997371c85d95a0e,6.8151E+21,8.09446E+26
0xd2aeefad182d2e2986ea0b6b4eefacf4322cfe3b,6.8101E+21,8.09453E+26
0xeff13831464690ea9b77e29d46c944f99c567d8f,6.80717E+21,8.0946E+26
0xf326e4de8f66a0bdc0970b79e0924e33c79f1915,6.80373E+21,8.09466E+26
0xef70cd32c6513ca0079a0e735858adcd09442154,6.79644E+21,8.09473E+26
0xaaa6c933006e4d4b9a305015a69eed3d177fd355,6.79432E+21,8.0948E+26
0xb3972060177594f9bd6edbcc005ca28fe5e091fd,6.78816E+21,8.09487E+26
0xd0782e332dd1ae6cadec52cfe3d6977d6514f7a2,6.77359E+21,8.09494E+26
0xdaab33f699e9844c25c02b991abde4796a3be67a,6.76E+21,8.095E+26
0x237327fdd9849630c04ab8e68d22298aba9aade7,6.75684E+21,8.09507E+26
0x98c5728593f63d25916f4c39be09a2d38f53f3cc,6.75678E+21,8.09514E+26
0x4fd7962f9be26e819341392d04a0c09daff851c2,6.7533E+21,8.09521E+26
0x97ca8108064eb2a90428ed6f407ae583ee7c3fd8,6.75295E+21,8.09527E+26
0x1f4fe4426bb6936b1007bb0a30f2f46e7c1b64dd,6.7514E+21,8.09534E+26
0x39c46ef7048271c843b36835a51c3d096d327139,6.74899E+21,8.09541E+26
0x4bc0269b25376aa8328a2b5256ea11c44458e76c,6.74658E+21,8.09548E+26
0x848e20772a5ba0fb596a780fdd76676832f6e370,6.7458E+21,8.09554E+26
0xd1595ec406001d49cc15091fd2047079059e7d87,6.74471E+21,8.09561E+26
0xd4f1ed16b09fcfbf7f3785a467509ee102f7828e,6.74195E+21,8.09568E+26
0x77bb107e2684fdd3e5c27e1981dfc0e55d1373c3,6.7399E+21,8.09575E+26
0xa49709eba516405252fe1e96a18aa4ba934352b7,6.73797E+21,8.09581E+26
0xa4be2b476fb27c9526d1aec950db189587b69b33,6.73737E+21,8.09588E+26
0x254be8dd2d9057071c296fab8fca28f045904ba8,6.729E+21,8.09595E+26
0x3e46ffb558abd461d027fc5afd1a5add72c9886a,6.72743E+21,8.09601E+26
0x2c39a727e80812f827a2105f2c8439539add44f7,6.72709E+21,8.09608E+26
0xf12b2aae828f088c1a0a3ee96ccea1b777e32131,6.72702E+21,8.09615E+26
0x50b21283e9ddc8ea8f0d2eab77230717491c1fef,6.7258E+21,8.09622E+26
0x849c130cd5e5ffce4359d1203051558696baf1b8,6.72131E+21,8.09628E+26
0xcc346a54c5590a9f022903c51194d5e83b2eb097,6.71774E+21,8.09635E+26
0x80324ec8d64425b37f8603a97097da7d493dbc79,6.71585E+21,8.09642E+26
0x6378e18e30c8517c2f7b9dba92137173472f3cdf,6.71455E+21,8.09649E+26
0x68db46a7efcb4a622af5a6a24dffda9220577d18,6.71349E+21,8.09655E+26
0xe2432da5ac7c343b0a7c8ec7a3a9a3f5db3adb41,6.70775E+21,8.09662E+26
0xf05a9382a4c3f29e2784502754293d88b835109c,6.70758E+21,8.09669E+26
0xda2c415159be38e5686c4457bdd0d67c95ea9ccf,6.70753E+21,8.09675E+26
0xe6bbd248be74173d836a0601f017afc108a3ed82,6.70156E+21,8.09682E+26
0x199670d0c2ac5d6109345adddffc2057d6d565d9,6.69901E+21,8.09689E+26
0xafeb0ad2ef7567254473f2bf1c8b025dd9b9000d,6.69499E+21,8.09695E+26
0x331fa7a1665dbf59fb12a9af5b6f0d3376f6369c,6.69293E+21,8.09702E+26
0x42cead70158235a6ca4868f3cfaf600c7a7b0ebb,6.68988E+21,8.09709E+26
0x639227b696835f9cfba6eff14b091862beafd3cc,6.68978E+21,8.09716E+26
0xd5babb9f28a9e7c78735c9c955d5626159f1be70,6.68898E+21,8.09722E+26
0xe4412afb082b51b185acf2b421842465eac96103,6.68271E+21,8.09729E+26
0x80f5650e3d1e1c4053b45a083d24aed30fa4cb72,6.67885E+21,8.09736E+26
0xdb7a26e30793170e310a42ada7b260eeb63dabf3,6.6788E+21,8.09742E+26
0x70db4ddd1c9056de4fa9a4b1006a64edeebe6a32,6.67877E+21,8.09749E+26
0x0b4962f28cd38aa51acc6654c00cc53a726c5b43,6.67815E+21,8.09756E+26
0x16b5d98ac50a4f8326972a6528278b53c8a1180f,6.67618E+21,8.09762E+26
0xa2c964f2e39be754fc5f41b2e8f4f33c3c138654,6.67149E+21,8.09769E+26
0x2b1ee590ebb610d5adba19fe4f5ac22c333ae875,6.6699E+21,8.09776E+26
0xc9d9dc719c49edfc6bf9e0f0400fc341ce93c298,6.66982E+21,8.09782E+26
0x138d0360d01ec557941ecc15fb1640666ea8cc18,6.66768E+21,8.09789E+26
0x2aba51545a4bac1e0bf65f1d04b7547486e75171,6.66667E+21,8.09796E+26
0x979dae0677544e747ff85d171adfa3ace5b9efd9,6.66021E+21,8.09802E+26
0x067f48d1bbaab135cfbe43535cc34312facc54a1,6.6536E+21,8.09809E+26
0x56680364b8dc72ae215dde29ece38f22e9735de6,6.65323E+21,8.09816E+26
0x1f31d1168efe4bd22d00d31fc425e5bcb54c75e7,6.65248E+21,8.09822E+26
0xb0f575709f3ac0a4e0ae77ba2bf4c2e64e8d4188,6.64814E+21,8.09829E+26
0x6de8989d64c3b926d46a9e86d87b4f2666f3717e,6.64647E+21,8.09836E+26
0x493cc028da420a06f30e1c408b2f8d2672914150,6.64546E+21,8.09842E+26
0x41418332334266a9a0aa773bbfc901b76474ba86,6.6451E+21,8.09849E+26
0x1f1d057d52ec7edb3595ff20b9ccdb4d67c48b3c,6.6431E+21,8.09855E+26
0x19ae9033a101bf5bea1b9e2c690842b604d335aa,6.63698E+21,8.09862E+26
0xf7e22cde8096380396b0bb75fbd6a95e2e7d980d,6.635E+21,8.09869E+26
0x8a734f6adf825c858016e46e1e4af1843e622ece,6.63388E+21,8.09875E+26
0x4fb700749d2246967fe436c24d86d20400891ac1,6.63164E+21,8.09882E+26
0x10cdc55aff063eb94b6f7ea03d14165e0a5edeca,6.63133E+21,8.09889E+26
0x857eb06b3dca2727b171a2d7f676ddb13e75dadc,6.6308E+21,8.09895E+26
0xa400cd5d6259b19504c556291c0221ed8f096a93,6.62932E+21,8.09902E+26
0x353168f83f16e7becfe3079097fa7ca7d8c7d2b5,6.62918E+21,8.09909E+26
0x45dbf26d7c13e5bc0f31d5bae91ea2aa97f91154,6.62168E+21,8.09915E+26
0x3188f6971dc6ee33e710c7797c97a5fe77035670,6.61944E+21,8.09922E+26
0xb7ffd93563585f2d9495772a85367ddb5d973dad,6.616E+21,8.09928E+26
0x463814b1544b3181207282f1a3689febf7df84ae,6.6144E+21,8.09935E+26
0x4a4dff5e12c2422261ebf0042ed57b02b5bdc621,6.60714E+21,8.09942E+26
0x7174f088795986f2be8335156897b74ecf5613df,6.605E+21,8.09948E+26
0x8ca62efdc496a0a1f5a76df4833519005c0da16b,6.6015E+21,8.09955E+26
0xb42a6461068c119627458fd53a3058ce0cce7047,6.60106E+21,8.09961E+26
0xfc74d03a4197912a1ea37ef3c905f3ee703985a1,6.6E+21,8.09968E+26
0xcbd6ed4fd56d83bac9640201c4dcde1efa1ad60f,6.59217E+21,8.09975E+26
0x644268db23c9693a906682e3ebd51a0cb42d965d,6.58724E+21,8.09981E+26
0x9fbf6a1d5a2236059c6d16e24261795b1d24ddf8,6.582E+21,8.09988E+26
0xb832cc0e8ed40ae42eddc63d9d07ebaf022994e8,6.57721E+21,8.09994E+26
0x87fe57fb846ff2dcbbb1fbad047ce5f94824876a,6.57663E+21,8.10001E+26
0xbe1d4d05def24e61cfbf5d0fa85a2fdcaf4bc490,6.57328E+21,8.10008E+26
0xc2a2790798fa614729b735b4c0b702416c68b676,6.5655E+21,8.10014E+26
0x4ecef2ccbdcec140b4b20e657f81a4c28212cc69,6.56455E+21,8.10021E+26
0xa0c3ce53a398c85cb24927e2304e6c2e4be494b9,6.56291E+21,8.10027E+26
0x282f7fc529321a44bf131de54de1c2df04740c43,6.5565E+21,8.10034E+26
0x36dc36a3ffe8e6b87c14feae26de51eb5646df96,6.551E+21,8.1004E+26
0xebcfcaf0d47e38c1913c2a10dd9d2d3936d29a08,6.54883E+21,8.10047E+26
0xa567951277fff7f563f8b6450f37c091a6406ef6,6.54708E+21,8.10053E+26
0x8018d7e183e4f50a1cdb68083ac308c56f3fe4e4,6.54574E+21,8.1006E+26
0x66354c80f27523a2935391d1cab2807ab404121d,6.54512E+21,8.10067E+26
0x0f2275cc298dd28747b86ad2eea9486ccf9d5846,6.54482E+21,8.10073E+26
0x05a52d9649e1ef92842fe2ad1df26dd7d7b4291b,6.54459E+21,8.1008E+26
0x0f82c7eab8f7efb577a2de9d2b7e1da1d0b6870e,6.53311E+21,8.10086E+26
0x2c08846fa0172172990a9e74e1f1bb3ff2990943,6.5201E+21,8.10093E+26
0xc02656bfbbc09dc873e060e1d3d25e54415da2cd,6.5119E+21,8.10099E+26
0x7e81521d49bb9da0b360b4a4d4293e69d2d7bbd8,6.51E+21,8.10106E+26
0x173c86160cd9a6192f9eda743686796b5d72e314,6.509E+21,8.10112E+26
0x324567117a613d0a267a791766bf37682e2354e9,6.50075E+21,8.10119E+26
0x900fb871cc93d285b0f9a8b9b8afc3a27acc3112,6.5E+21,8.10125E+26
0x95d951db93abd93618dcab9562b4420be0619c60,6.5E+21,8.10132E+26
0x92f2ffabed99329c151a1205d81bb9c5101a41c4,6.5E+21,8.10138E+26
0x89e693aa7073eecdaaf7ec1163ae1e9a1b5f0303,6.49843E+21,8.10145E+26
